Reference,datefrom,dateuntil,mov_type
VCLHUG026-16,2026-02-10 09:10:34+00:00,2026-02-10 09:11:46+00:00,not_walking
VCLHUG026-16,2026-02-10 09:11:48+00:00,2026-02-10 09:12:17+00:00,not_walking
VCLHUG026-16,2026-02-10 09:12:20+00:00,2026-02-10 09:12:29+00:00,not_walking
VCLHUG026-16,2026-02-10 09:12:30+00:00,2026-02-10 09:12:38+00:00,not_walking
VCLHUG026-16,2026-02-10 09:12:39+00:00,2026-02-10 09:12:44+00:00,not_walking
VCLHUG026-16,2026-02-10 09:12:45+00:00,2026-02-10 09:13:09+00:00,not_walking
VCLHUG026-16,2026-02-10 09:13:10+00:00,2026-02-10 09:13:17+00:00,not_walking
VCLHUG026-16,2026-02-10 09:13:18+00:00,2026-02-10 09:13:27+00:00,not_walking
VCLHUG026-16,2026-02-10 09:13:32+00:00,2026-02-10 09:13:40+00:00,not_walking
VCLHUG026-16,2026-02-10 09:14:25+00:00,2026-02-10 09:14:31+00:00,walking
VCLHUG026-16,2026-02-10 09:14:34+00:00,2026-02-10 09:14:39+00:00,not_walking
VCLHUG026-16,2026-02-10 09:15:16+00:00,2026-02-10 09:15:21+00:00,walking
VCLHUG026-16,2026-02-10 09:16:18+00:00,2026-02-10 09:16:27+00:00,walking
VCLHUG026-16,2026-02-10 09:16:28+00:00,2026-02-10 09:16:33+00:00,walking
VCLHUG026-16,2026-02-10 09:16:35+00:00,2026-02-10 09:16:43+00:00,walking
VCLHUG026-16,2026-02-10 09:17:00+00:00,2026-02-10 09:17:06+00:00,not_walking
VCLHUG026-16,2026-02-10 09:17:15+00:00,2026-02-10 09:17:28+00:00,not_walking
VCLHUG026-16,2026-02-10 09:17:38+00:00,2026-02-10 09:17:44+00:00,not_walking
VCLHUG026-16,2026-02-10 09:17:50+00:00,2026-02-10 09:17:55+00:00,not_walking
VCLHUG026-16,2026-02-10 09:18:11+00:00,2026-02-10 09:18:29+00:00,walking
VCLHUG026-16,2026-02-10 09:18:30+00:00,2026-02-10 09:18:48+00:00,walking
VCLHUG026-16,2026-02-10 09:18:49+00:00,2026-02-10 09:19:29+00:00,walking
VCLHUG026-16,2026-02-10 09:19:30+00:00,2026-02-10 09:19:49+00:00,walking
VCLHUG026-16,2026-02-10 09:19:50+00:00,2026-02-10 09:20:00+00:00,walking
VCLHUG026-16,2026-02-10 09:20:17+00:00,2026-02-10 09:20:30+00:00,walking
VCLHUG026-16,2026-02-10 09:21:39+00:00,2026-02-10 09:21:51+00:00,walking
VCLHUG026-16,2026-02-10 09:21:58+00:00,2026-02-10 09:22:09+00:00,walking
VCLHUG026-16,2026-02-10 09:22:14+00:00,2026-02-10 09:22:26+00:00,walking
VCLHUG026-16,2026-02-10 09:22:54+00:00,2026-02-10 09:23:07+00:00,walking
VCLHUG026-16,2026-02-10 09:23:15+00:00,2026-02-10 09:23:22+00:00,walking
VCLHUG026-16,2026-02-10 09:23:27+00:00,2026-02-10 09:23:33+00:00,walking
VCLHUG026-16,2026-02-10 09:23:35+00:00,2026-02-10 09:23:52+00:00,walking
VCLHUG026-16,2026-02-10 09:24:00+00:00,2026-02-10 09:24:07+00:00,walking
VCLHUG026-16,2026-02-10 09:24:21+00:00,2026-02-10 09:24:28+00:00,not_walking
VCLHUG026-16,2026-02-10 09:25:25+00:00,2026-02-10 09:25:30+00:00,not_walking
VCLHUG026-16,2026-02-10 09:25:33+00:00,2026-02-10 09:25:41+00:00,not_walking
VCLHUG026-16,2026-02-10 09:25:55+00:00,2026-02-10 09:26:11+00:00,not_walking
VCLHUG026-16,2026-02-10 09:26:12+00:00,2026-02-10 09:26:17+00:00,not_walking
VCLHUG026-16,2026-02-10 09:26:24+00:00,2026-02-10 09:30:00+00:00,not_walking
VCLHUG026-16,2026-02-10 09:31:11+00:00,2026-02-10 09:31:17+00:00,not_walking
VCLHUG026-16,2026-02-10 09:31:35+00:00,2026-02-10 09:31:53+00:00,not_walking
VCLHUG026-16,2026-02-10 09:31:54+00:00,2026-02-10 09:32:13+00:00,not_walking
VCLHUG026-16,2026-02-10 09:32:30+00:00,2026-02-10 09:32:49+00:00,not_walking
VCLHUG026-16,2026-02-10 09:32:50+00:00,2026-02-10 09:33:00+00:00,not_walking
VCLHUG026-16,2026-02-10 09:33:17+00:00,2026-02-10 09:33:22+00:00,not_walking
VCLHUG026-16,2026-02-10 09:33:25+00:00,2026-02-10 09:33:33+00:00,not_walking
VCLHUG026-16,2026-02-10 09:33:36+00:00,2026-02-10 09:34:04+00:00,not_walking
VCLHUG026-16,2026-02-10 09:34:07+00:00,2026-02-10 09:34:14+00:00,not_walking
VCLHUG026-16,2026-02-10 09:34:15+00:00,2026-02-10 09:34:22+00:00,not_walking
VCLHUG026-16,2026-02-10 09:34:24+00:00,2026-02-10 09:34:52+00:00,not_walking
VCLHUG026-16,2026-02-10 09:35:08+00:00,2026-02-10 09:35:16+00:00,not_walking
VCLHUG026-16,2026-02-10 09:35:20+00:00,2026-02-10 09:35:43+00:00,not_walking
VCLHUG026-16,2026-02-10 09:37:01+00:00,2026-02-10 09:37:16+00:00,walking
VCLHUG026-16,2026-02-10 09:37:20+00:00,2026-02-10 09:39:03+00:00,walking
VCLHUG026-16,2026-02-10 09:39:04+00:00,2026-02-10 09:39:15+00:00,walking
VCLHUG026-16,2026-02-10 09:39:25+00:00,2026-02-10 09:39:33+00:00,walking
VCLHUG026-16,2026-02-10 09:39:47+00:00,2026-02-10 09:39:54+00:00,walking
VLGHUG049-29,2026-04-14 09:27:28+00:00,2026-04-14 09:27:49+00:00,not_walking
VLGHUG049-29,2026-04-14 09:27:51+00:00,2026-04-14 09:27:56+00:00,walking
VLGHUG049-29,2026-04-14 09:28:11+00:00,2026-04-14 09:28:20+00:00,not_walking
VLGHUG049-29,2026-04-14 09:28:41+00:00,2026-04-14 09:28:46+00:00,walking
VLGHUG049-29,2026-04-14 09:28:47+00:00,2026-04-14 09:28:52+00:00,not_walking
VLGHUG049-29,2026-04-14 09:28:59+00:00,2026-04-14 09:29:05+00:00,not_walking
VLGHUG049-29,2026-04-14 09:29:12+00:00,2026-04-14 09:29:22+00:00,not_walking
VLGHUG049-29,2026-04-14 09:29:27+00:00,2026-04-14 09:29:40+00:00,walking
VLGHUG049-29,2026-04-14 09:29:55+00:00,2026-04-14 09:30:00+00:00,walking
VLGHUG049-29,2026-04-14 09:30:09+00:00,2026-04-14 09:30:14+00:00,walking
VLGHUG049-29,2026-04-14 09:30:16+00:00,2026-04-14 09:30:22+00:00,not_walking
VLGHUG049-29,2026-04-14 09:30:28+00:00,2026-04-14 09:30:45+00:00,not_walking
VLGHUG049-29,2026-04-14 09:31:40+00:00,2026-04-14 09:34:02+00:00,not_walking
VLGHUG049-29,2026-04-14 09:37:03+00:00,2026-04-14 09:37:10+00:00,walking
VLGHUG049-29,2026-04-14 09:38:59+00:00,2026-04-14 09:39:04+00:00,walking
VLGHUG049-29,2026-04-14 09:40:00+00:00,2026-04-14 09:40:55+00:00,walking
VLGHUG049-29,2026-04-14 09:41:22+00:00,2026-04-14 09:41:29+00:00,walking
VLGHUG049-29,2026-04-14 09:41:46+00:00,2026-04-14 09:41:54+00:00,walking
VLGHUG049-29,2026-04-14 09:41:59+00:00,2026-04-14 09:42:27+00:00,not_walking
VLGHUG049-29,2026-04-14 09:42:28+00:00,2026-04-14 09:42:41+00:00,not_walking
VLGHUG049-29,2026-04-14 09:42:51+00:00,2026-04-14 09:42:58+00:00,not_walking
VLGHUG049-29,2026-04-14 09:43:19+00:00,2026-04-14 09:43:24+00:00,walking
VLGHUG049-29,2026-04-14 09:44:15+00:00,2026-04-14 09:44:20+00:00,walking
VLGHUG049-29,2026-04-14 09:45:12+00:00,2026-04-14 09:45:17+00:00,not_walking
VLGHUG049-29,2026-04-14 09:48:16+00:00,2026-04-14 09:48:31+00:00,walking
VLGHUG049-29,2026-04-14 09:48:32+00:00,2026-04-14 09:48:40+00:00,not_walking
VLGHUG049-29,2026-04-14 09:48:42+00:00,2026-04-14 09:48:52+00:00,walking
VLGHUG049-29,2026-04-14 09:49:31+00:00,2026-04-14 09:49:43+00:00,not_walking
VLGHUG049-29,2026-04-14 09:49:45+00:00,2026-04-14 09:50:00+00:00,not_walking
VLGHUG049-29,2026-04-14 09:50:23+00:00,2026-04-14 09:50:38+00:00,not_walking
VLGHUG049-29,2026-04-14 09:50:40+00:00,2026-04-14 09:50:48+00:00,not_walking
VLGHUG049-29,2026-04-14 09:51:11+00:00,2026-04-14 09:51:31+00:00,not_walking
VLGHUG049-29,2026-04-14 09:51:56+00:00,2026-04-14 09:52:12+00:00,not_walking
VLGHUG049-29,2026-04-14 09:52:13+00:00,2026-04-14 09:52:18+00:00,not_walking
VLGHUG049-29,2026-04-14 09:52:31+00:00,2026-04-14 09:52:45+00:00,not_walking
VLGHUG049-29,2026-04-14 09:52:51+00:00,2026-04-14 09:53:02+00:00,not_walking
VLGHUG049-29,2026-04-14 09:55:27+00:00,2026-04-14 09:55:40+00:00,walking
VLGHUG049-29,2026-04-14 09:55:53+00:00,2026-04-14 09:55:58+00:00,walking
VLGHUG049-29,2026-04-14 09:55:59+00:00,2026-04-14 09:56:09+00:00,walking
VLGHUG049-29,2026-04-14 09:56:32+00:00,2026-04-14 09:56:40+00:00,walking
VLGHUG049-29,2026-04-14 09:57:32+00:00,2026-04-14 09:57:41+00:00,walking
VLGHUG049-29,2026-04-14 09:58:20+00:00,2026-04-14 09:58:52+00:00,walking
VLGHUG049-29,2026-04-14 09:58:57+00:00,2026-04-14 09:59:04+00:00,walking
VLGHUG049-29,2026-04-14 09:59:05+00:00,2026-04-14 09:59:11+00:00,walking
VLGHUG049-29,2026-04-14 09:59:12+00:00,2026-04-14 09:59:28+00:00,walking
VLGHUG049-29,2026-04-14 09:59:33+00:00,2026-04-14 09:59:40+00:00,walking
VLGHUG049-29,2026-04-14 09:59:54+00:00,2026-04-14 10:00:00+00:00,walking
VLGHUG049-29,2026-04-14 10:00:00+00:00,2026-04-14 10:00:27+00:00,not_walking
VLGHUG049-29,2026-04-14 10:00:28+00:00,2026-04-14 10:01:02+00:00,not_walking
VLGHUG049-29,2026-04-14 10:01:03+00:00,2026-04-14 10:01:21+00:00,not_walking
VLGHUG049-29,2026-04-14 10:01:22+00:00,2026-04-14 10:01:42+00:00,not_walking
VLGHUG049-29,2026-04-14 10:01:52+00:00,2026-04-14 10:02:35+00:00,not_walking
VLGHUG049-29,2026-04-14 10:02:36+00:00,2026-04-14 10:02:53+00:00,not_walking
VLGHUG049-29,2026-04-14 10:05:22+00:00,2026-04-14 10:05:27+00:00,walking
VLGHUG049-29,2026-04-14 10:05:29+00:00,2026-04-14 10:05:34+00:00,walking
VLGHUG049-29,2026-04-14 10:07:23+00:00,2026-04-14 10:07:31+00:00,walking
VLGHUG049-29,2026-04-14 10:07:38+00:00,2026-04-14 10:07:43+00:00,walking
VLGHUG049-29,2026-04-14 10:08:33+00:00,2026-04-14 10:08:38+00:00,walking
VLGHUG049-29,2026-04-14 10:08:39+00:00,2026-04-14 10:08:45+00:00,walking
VLGHUG049-29,2026-04-14 10:08:58+00:00,2026-04-14 10:09:15+00:00,not_walking
VLGHUG049-29,2026-04-14 10:09:17+00:00,2026-04-14 10:10:00+00:00,not_walking
X8439657Z-23,2025-03-21 19:16:37+00:00,2025-03-21 19:16:43+00:00,walking
X8439657Z-23,2025-03-21 19:16:44+00:00,2025-03-21 19:16:49+00:00,not_walking
X8439657Z-23,2025-03-21 19:16:55+00:00,2025-03-21 19:17:01+00:00,walking
X8439657Z-23,2025-03-21 19:17:52+00:00,2025-03-21 19:17:57+00:00,walking
X8439657Z-23,2025-03-21 19:18:17+00:00,2025-03-21 19:18:25+00:00,walking
X8439657Z-23,2025-03-21 19:18:32+00:00,2025-03-21 19:18:43+00:00,walking
X8439657Z-23,2025-03-21 19:18:47+00:00,2025-03-21 19:18:54+00:00,not_walking
X8439657Z-23,2025-03-21 19:19:10+00:00,2025-03-21 19:19:22+00:00,not_walking
X8439657Z-23,2025-03-21 19:19:28+00:00,2025-03-21 19:19:42+00:00,not_walking
X8439657Z-23,2025-03-21 19:19:45+00:00,2025-03-21 19:19:55+00:00,not_walking
X8439657Z-23,2025-03-21 19:20:39+00:00,2025-03-21 19:20:44+00:00,not_walking
X8439657Z-23,2025-03-21 19:22:01+00:00,2025-03-21 19:22:43+00:00,walking
X8439657Z-23,2025-03-22 11:00:52+00:00,2025-03-22 11:01:12+00:00,not_walking
X8439657Z-23,2025-03-22 11:01:27+00:00,2025-03-22 11:01:33+00:00,not_walking
X8439657Z-23,2025-03-22 11:02:02+00:00,2025-03-22 11:02:09+00:00,not_walking
X8439657Z-23,2025-03-22 11:02:14+00:00,2025-03-22 11:02:28+00:00,not_walking
X8439657Z-23,2025-03-22 11:02:35+00:00,2025-03-22 11:03:04+00:00,not_walking
X8439657Z-23,2025-03-22 11:03:11+00:00,2025-03-22 11:03:19+00:00,walking
X8439657Z-23,2025-03-22 11:03:20+00:00,2025-03-22 11:03:34+00:00,not_walking
X8439657Z-23,2025-03-22 11:03:35+00:00,2025-03-22 11:03:41+00:00,walking
X8439657Z-23,2025-03-22 11:04:25+00:00,2025-03-22 11:04:32+00:00,not_walking
X8439657Z-23,2025-03-22 11:04:44+00:00,2025-03-22 11:04:50+00:00,walking
X8439657Z-23,2025-03-22 11:05:01+00:00,2025-03-22 11:05:06+00:00,not_walking
X8439657Z-23,2025-03-22 11:05:12+00:00,2025-03-22 11:05:24+00:00,not_walking
X8439657Z-23,2025-03-22 11:05:25+00:00,2025-03-22 11:05:32+00:00,walking
X8439657Z-23,2025-03-22 11:05:37+00:00,2025-03-22 11:05:49+00:00,not_walking
X8439657Z-23,2025-03-22 11:05:50+00:00,2025-03-22 11:05:58+00:00,not_walking
X8439657Z-23,2025-03-22 11:06:05+00:00,2025-03-22 11:06:12+00:00,walking
X8439657Z-23,2025-03-22 11:06:15+00:00,2025-03-22 11:06:20+00:00,walking
X8439657Z-23,2025-03-22 11:06:21+00:00,2025-03-22 11:06:29+00:00,not_walking
X8439657Z-23,2025-03-22 11:06:40+00:00,2025-03-22 11:06:49+00:00,not_walking
X8439657Z-23,2025-03-22 11:06:52+00:00,2025-03-22 11:06:58+00:00,walking
X8439657Z-23,2025-03-22 11:07:07+00:00,2025-03-22 11:07:20+00:00,walking
X8439657Z-23,2025-03-22 11:07:22+00:00,2025-03-22 11:07:29+00:00,walking
X8439657Z-23,2025-03-22 11:07:38+00:00,2025-03-22 11:07:49+00:00,walking
X8439657Z-23,2025-03-22 11:07:54+00:00,2025-03-22 11:08:01+00:00,walking
X8439657Z-23,2025-03-22 11:08:02+00:00,2025-03-22 11:08:11+00:00,not_walking
X8439657Z-23,2025-03-22 11:08:13+00:00,2025-03-22 11:08:49+00:00,not_walking
X8439657Z-23,2025-03-22 11:08:58+00:00,2025-03-22 11:09:28+00:00,not_walking
X8439657Z-23,2025-03-22 11:09:44+00:00,2025-03-22 11:09:50+00:00,walking
X8439657Z-23,2025-03-22 11:09:53+00:00,2025-03-22 11:09:59+00:00,walking
X8439657Z-23,2025-03-22 11:10:00+00:00,2025-03-22 11:10:07+00:00,walking
X8439657Z-23,2025-03-22 11:10:12+00:00,2025-03-22 11:10:20+00:00,walking
X8439657Z-23,2025-03-22 11:10:28+00:00,2025-03-22 11:11:00+00:00,walking
X8439657Z-23,2025-03-22 11:11:48+00:00,2025-03-22 11:11:59+00:00,walking
X8439657Z-23,2025-03-22 11:12:18+00:00,2025-03-22 11:12:34+00:00,walking
X8439657Z-23,2025-03-22 11:13:57+00:00,2025-03-22 11:14:02+00:00,not_walking
X8439657Z-23,2025-03-22 11:14:08+00:00,2025-03-22 11:14:21+00:00,walking
X8439657Z-23,2025-03-22 11:14:23+00:00,2025-03-22 11:14:31+00:00,walking
X8439657Z-23,2025-03-22 11:14:44+00:00,2025-03-22 11:14:49+00:00,walking
X8439657Z-23,2025-03-22 11:14:50+00:00,2025-03-22 11:15:02+00:00,walking
X8439657Z-23,2025-03-22 11:15:29+00:00,2025-03-22 11:15:36+00:00,not_walking
X8439657Z-23,2025-03-22 11:15:57+00:00,2025-03-22 11:16:04+00:00,not_walking
X8439657Z-23,2025-03-22 11:17:31+00:00,2025-03-22 11:19:08+00:00,not_walking
X8439657Z-23,2025-03-22 11:19:15+00:00,2025-03-22 11:19:21+00:00,walking
X8439657Z-23,2025-03-22 11:22:20+00:00,2025-03-22 11:22:28+00:00,walking
X8439657Z-23,2025-03-22 11:24:57+00:00,2025-03-22 11:25:08+00:00,walking
X8439657Z-23,2025-03-22 11:28:16+00:00,2025-03-22 11:28:36+00:00,walking
